final_url,how_many,primary_posture,primary_occluded,staff_patient_other,exception_case
b9fa1bf4c9ba40184e9e3d94e7b7bd00f17158b088d030bb0568b688d989274d_cat-1_002.PNG,One,Standing,No,Staff,No
b9fa1bf4c9ba40184e9e3d94e7b7bd00f17158b088d030bb0568b688d989274d_cat-1_003.PNG,One,Standing,Yes,Staff,No
b9fa1bf4c9ba40184e9e3d94e7b7bd00f17158b088d030bb0568b688d989274d_cat-1_005.PNG,Two,Standing,Yes,Staff,No
ba015430f7283be8dbd6dd8426d70df9993f1c6ca90560aa33e576b35315c3ad_cat-1_001.JPG,One,Lying,Yes,Patient,No
ba015430f7283be8dbd6dd8426d70df9993f1c6ca90560aa33e576b35315c3ad_cat-1_002.JPG,Two,Standing,Yes,Staff,No
ba0a79937d63606651e05fe37d2e4010fb58f3f7ca630960ed4a65b6f29dea5a_cat-1_001.PNG,One,Standing,Yes,Staff,No
ba15e3527666e3cb4efe4800f628429883f7a2effcf5f13518ca381e097d986c_cat-1_001.PNG,Two,Lying,Yes,Patient,No
ba15e3527666e3cb4efe4800f628429883f7a2effcf5f13518ca381e097d986c_cat-1_002.PNG,Two,Standing,No,Staff,No
ba15e3527666e3cb4efe4800f628429883f7a2effcf5f13518ca381e097d986c_cat-1_003.PNG,One,Standing,Yes,Staff,No
ba2a106c46038b66d31cf9ad14c663de6b69b9f182d5efb37abe987d4a9e1367_cat-1_001.JPG,One,Sitting,Yes,Patient,No
ba2a106c46038b66d31cf9ad14c663de6b69b9f182d5efb37abe987d4a9e1367_cat-1_002.JPG,Two,Sitting,Yes,Staff,No
ba4b42370632a298fe20f0fb41dab1de4f6c0d0e773bf4267da8ce4f30285f72_cat-1_001.PNG,One,Standing,Yes,Staff,No
ba4b42370632a298fe20f0fb41dab1de4f6c0d0e773bf4267da8ce4f30285f72_cat-1_002.PNG,Two,Lying,Yes,Patient,No
ba4b42370632a298fe20f0fb41dab1de4f6c0d0e773bf4267da8ce4f30285f72_cat-1_003.PNG,One,Lying,Yes,Patient,No
ba4ffb7590be38a48bad42f4a925a87aa362254ba3e1345ac6b3b5499522d850_cat-1_001.PNG,One,Sitting,Yes,Other,No
b59af479de3a44f28b505b656d5687711381534226c6ee49bf83d814375c519c_cat-1_001.JPG,One,Standing,No,Other,No
b59af479de3a44f28b505b656d5687711381534226c6ee49bf83d814375c519c_cat-1_002.JPG,One,Standing,No,Staff,No
b59af479de3a44f28b505b656d5687711381534226c6ee49bf83d814375c519c_cat-1_003.JPG,One,Standing,No,Staff,No
b59afdb350e19e48171ab74d897d0d15812048587354a42914ad79d6669526c9_cat-1_001.PNG,One,Lying,No,Patient,No
b59afdb350e19e48171ab74d897d0d15812048587354a42914ad79d6669526c9_cat-1_002.PNG,One,Lying,No,Patient,No
b59afdb350e19e48171ab74d897d0d15812048587354a42914ad79d6669526c9_cat-1_003.PNG,One,Standing,No,Staff,No
b59afdb350e19e48171ab74d897d0d15812048587354a42914ad79d6669526c9_cat-1_004.PNG,One,Standing,No,Other,No
b59db9e55009cfbe45eef63fb4bb9d814427c2380da5561f2a754aa228e4ec1b_cat-1_002.PNG,One,Standing,No,Staff,No
b59db9e55009cfbe45eef63fb4bb9d814427c2380da5561f2a754aa228e4ec1b_cat-1_003.PNG,One,Standing,No,Staff,No
b59db9e55009cfbe45eef63fb4bb9d814427c2380da5561f2a754aa228e4ec1b_cat-1_004.PNG,One,Standing,No,Staff,No
b5ac00dec4f4fbae17d61b9a80fb3e449affe940a0d28fa43fcb9edc6c25aa7b_cat-1_001.PNG,One,Sitting,No,Patient,No
b5ac00dec4f4fbae17d61b9a80fb3e449affe940a0d28fa43fcb9edc6c25aa7b_cat-1_002.PNG,One,Standing,No,Staff,No
b5c5803735ea7cd79e76e3f425eac0d19fc002ebf12f9b0a6f7524ce994c6740_cat-1_002.PNG,One,Standing,No,Staff,No
b5c5803735ea7cd79e76e3f425eac0d19fc002ebf12f9b0a6f7524ce994c6740_cat-1_003.PNG,One,Standing,No,Staff,No
b5c5803735ea7cd79e76e3f425eac0d19fc002ebf12f9b0a6f7524ce994c6740_cat-1_004.PNG,One,Standing,No,Staff,No
b5fc98d5298672bb95e18db886a8fe578a7a199426ee5840818242c5f10c2076_cat-1_001.JPG,Three,Standing,No,Staff,No
b5fc98d5298672bb95e18db886a8fe578a7a199426ee5840818242c5f10c2076_cat-1_002.JPG,One,Standing,No,Staff,No
b608a58a258a09306a4becf9f649f8c0b7f1070911e9b45b3ccb161d836fb882_cat-1_001.JPG,One,Standing,No,Staff,No
b608a58a258a09306a4becf9f649f8c0b7f1070911e9b45b3ccb161d836fb882_cat-1_002.JPG,One,Standing,No,Staff,No
b608a58a258a09306a4becf9f649f8c0b7f1070911e9b45b3ccb161d836fb882_cat-1_003.JPG,One,Standing,No,Other,No
b613efecef2f7cfcfdd3b2706b3bfdde9962170d67dc80b0332c55bc5e7ea4f3_cat-1_001.PNG,One,Standing,No,Staff,No
b613efecef2f7cfcfdd3b2706b3bfdde9962170d67dc80b0332c55bc5e7ea4f3_cat-1_002.PNG,One,Standing,No,Staff,No
b613efecef2f7cfcfdd3b2706b3bfdde9962170d67dc80b0332c55bc5e7ea4f3_cat-1_003.PNG,One,Standing,No,Staff,No
b638a9c086a38302ac401a449ec87c7e9f7274a6cc36c3fb71999d76eea82a15_cat-1_001.PNG,One,Standing,No,Other,No
b638a9c086a38302ac401a449ec87c7e9f7274a6cc36c3fb71999d76eea82a15_cat-1_002.PNG,None,Unknown,Unknown / Watermark,Other,No
b638a9c086a38302ac401a449ec87c7e9f7274a6cc36c3fb71999d76eea82a15_cat-1_003.PNG,One,Standing,No,Staff,No
b638a9c086a38302ac401a449ec87c7e9f7274a6cc36c3fb71999d76eea82a15_cat-1_004.PNG,Two,Sitting,No,Patient,Yes
b638a9c086a38302ac401a449ec87c7e9f7274a6cc36c3fb71999d76eea82a15_cat-1_005.PNG,One,Sitting,No,Patient,No
b64da531b3a70ea7b812cbf430f4db126b0bf62d97d5b91c73007916c3c2caab_cat-1_001.PNG,One,Standing,No,Staff,No
b64da531b3a70ea7b812cbf430f4db126b0bf62d97d5b91c73007916c3c2caab_cat-1_002.PNG,One,Standing,No,Staff,No
b64da531b3a70ea7b812cbf430f4db126b0bf62d97d5b91c73007916c3c2caab_cat-1_003.PNG,None,Unknown,Unknown / Watermark,Other,No
b65bb4491c4505112298542929623ca62e5b3e4c540e5f9b1678b82ea8780327_cat-1_001.JPG,One,Standing,No,Staff,No
b65bb4491c4505112298542929623ca62e5b3e4c540e5f9b1678b82ea8780327_cat-1_002.JPG,None,Unknown,Unknown / Watermark,Other,No
b65bb4491c4505112298542929623ca62e5b3e4c540e5f9b1678b82ea8780327_cat-1_003.JPG,One,Standing,No,Staff,No
b65bb4491c4505112298542929623ca62e5b3e4c540e5f9b1678b82ea8780327_cat-1_004.JPG,One,Standing,No,Staff,No
b65e3910f8f853d0f1d8442daba6f3945b9ff993316e25530bfa8fbd0daf3914_cat-1_001.PNG,One,Sitting,No,Other,No
b65e3910f8f853d0f1d8442daba6f3945b9ff993316e25530bfa8fbd0daf3914_cat-1_003.PNG,None,Unknown,Unknown / Watermark,Other,No
b662786f6b60c03055c79b642a44984e3cef86e98f0fcfe49e16e47634dc635d_cat-1_001.PNG,One,Sitting,No,Patient,No
b662786f6b60c03055c79b642a44984e3cef86e98f0fcfe49e16e47634dc635d_cat-1_002.PNG,One,Sitting,No,Staff,No
b66402ad5d47cdfa0ee39854e69debddf35604287a0ae98ca3c148026389e98c_cat-1_001.PNG,One,Standing,No,Staff,No
b66402ad5d47cdfa0ee39854e69debddf35604287a0ae98ca3c148026389e98c_cat-1_002.PNG,One,Standing,No,Staff,No
b66402ad5d47cdfa0ee39854e69debddf35604287a0ae98ca3c148026389e98c_cat-1_003.PNG,One,Standing,No,Staff,No
b66402ad5d47cdfa0ee39854e69debddf35604287a0ae98ca3c148026389e98c_cat-1_004.PNG,None,Unknown,Unknown / Watermark,Other,No
b69d7dd9663485dbf20833e789366a389c47a49f9d5220bebf55d003e8277d1f_cat-1_001.JPG,One,Standing,No,Staff,No
b69d7dd9663485dbf20833e789366a389c47a49f9d5220bebf55d003e8277d1f_cat-1_002.JPG,One,Standing,No,Staff,No
b6a8172d0c5d61e18a6b0eed9568b72b09a11033a6ed6ea564010a1089ba6328_cat-1_001.JPG,One,Standing,No,Staff,No
b6a8172d0c5d61e18a6b0eed9568b72b09a11033a6ed6ea564010a1089ba6328_cat-1_002.JPG,One,Standing,No,Staff,No
b6a8172d0c5d61e18a6b0eed9568b72b09a11033a6ed6ea564010a1089ba6328_cat-1_003.JPG,Two,Standing,No,Staff,No
b6a8172d0c5d61e18a6b0eed9568b72b09a11033a6ed6ea564010a1089ba6328_cat-1_004.JPG,One,Standing,Yes,Staff,No
b6b5f6cd3aed297dda265cfcad93e3f6ddbdd5dcea4fc37a011d9a5947bc5ea0_cat-1_001.JPG,One,Sitting,No,Patient,No
b6b5f6cd3aed297dda265cfcad93e3f6ddbdd5dcea4fc37a011d9a5947bc5ea0_cat-1_002.JPG,One,Sitting,No,Staff,No
b6cbe732f046b2fd7cd392dfcfb6bca94b05b9edcc174e5c1eb2a152b28f90fb_cat-1_001.PNG,One,Standing,No,Staff,No
b6cbe732f046b2fd7cd392dfcfb6bca94b05b9edcc174e5c1eb2a152b28f90fb_cat-1_002.PNG,One,Standing,No,Staff,No
b6cbe732f046b2fd7cd392dfcfb6bca94b05b9edcc174e5c1eb2a152b28f90fb_cat-1_003.PNG,One,Standing,No,Staff,No
b6e4bdc4745761e2fa5d02b950841f34e0af68b7be3e0cbb4f5adb54c3e4a6c6_cat-1_001.PNG,One,Standing,No,Staff,No
b6e4bdc4745761e2fa5d02b950841f34e0af68b7be3e0cbb4f5adb54c3e4a6c6_cat-1_002.PNG,One,Standing,No,Staff,No
b7093750df7f2b8ebd2b0275fb4d06eec95466309f14f5626215103be99a92bd_cat-1_001.JPG,One,Sitting,No,Patient,No
b7093750df7f2b8ebd2b0275fb4d06eec95466309f14f5626215103be99a92bd_cat-1_002.JPG,One,Standing,No,Staff,No
b7093750df7f2b8ebd2b0275fb4d06eec95466309f14f5626215103be99a92bd_cat-1_003.JPG,One,Standing,No,Staff,No
b7093750df7f2b8ebd2b0275fb4d06eec95466309f14f5626215103be99a92bd_cat-1_004.JPG,Three,Sitting,No,Patient,Yes
b7183dba259f8083bac89fc96df7bf8def3d8ca73bea8ef3b090b3a68142ba24_cat-1_001.PNG,One,Sitting,No,Staff,No
b7183dba259f8083bac89fc96df7bf8def3d8ca73bea8ef3b090b3a68142ba24_cat-1_002.PNG,One,Sitting,No,Other,No
b7183dba259f8083bac89fc96df7bf8def3d8ca73bea8ef3b090b3a68142ba24_cat-1_003.PNG,One,Lying,No,Patient,No
b71e4f00ee4907c731a12689919932e6316300f7f69ce3ac3cff0ea69a84795d_cat-1_001.PNG,One,Sitting,No,Other,No
b71e4f00ee4907c731a12689919932e6316300f7f69ce3ac3cff0ea69a84795d_cat-1_002.PNG,None,Unknown,Unknown / Watermark,Other,No
b723c483046f1769f78ea71255d0725c7c9ae800be1ea857a443c1cf4de2311f_cat-1_001.JPG,One,Lying,No,Patient,No
b723c483046f1769f78ea71255d0725c7c9ae800be1ea857a443c1cf4de2311f_cat-1_002.JPG,One,Standing,No,Staff,No
b723c483046f1769f78ea71255d0725c7c9ae800be1ea857a443c1cf4de2311f_cat-1_003.JPG,One,Sitting,No,Staff,No
b7291d3c25a19cdea7cd706b5f5e805c28327c9103e6e6b9e4b4f2f1a7babb2f_cat-1_001.PNG,One,Standing,No,Staff,No
b7291d3c25a19cdea7cd706b5f5e805c28327c9103e6e6b9e4b4f2f1a7babb2f_cat-1_002.PNG,One,Sitting,No,Patient,No
b72d422edb118f79e723d7c2cadd445c79915e146545716a2797dd70a0a3fe93_cat-1_001.PNG,One,Standing,No,Staff,No
b72d422edb118f79e723d7c2cadd445c79915e146545716a2797dd70a0a3fe93_cat-1_002.PNG,One,Unknown,No,Staff,No
b72d422edb118f79e723d7c2cadd445c79915e146545716a2797dd70a0a3fe93_cat-1_003.PNG,One,Standing,Yes,Staff,No
b733a1852c28b10ca76746361e9ee96cde78f2179ca9d501a56ecde3e8ce19cf_cat-1_001.PNG,One,Standing,No,Staff,No
b733a1852c28b10ca76746361e9ee96cde78f2179ca9d501a56ecde3e8ce19cf_cat-1_002.PNG,One,Standing,No,Staff,No
b733a1852c28b10ca76746361e9ee96cde78f2179ca9d501a56ecde3e8ce19cf_cat-1_003.PNG,One,Lying,No,Patient,No
b73a32274950ae0574d177d4f3bab5fe47f92f1fe0ea086fb730c065dfddf22a_cat-1_001.PNG,One,Standing,No,Staff,No
b73a32274950ae0574d177d4f3bab5fe47f92f1fe0ea086fb730c065dfddf22a_cat-1_002.PNG,One,Standing,No,Staff,No
b73a32274950ae0574d177d4f3bab5fe47f92f1fe0ea086fb730c065dfddf22a_cat-1_003.PNG,One,Standing,No,Staff,No
b758d47e4d7baaae73ecec600c8bf500a28d6e859d1c5f931f7a56cac238445c_cat-1_002.PNG,One,Standing,No,Staff,No
b758d47e4d7baaae73ecec600c8bf500a28d6e859d1c5f931f7a56cac238445c_cat-1_003.PNG,One,Standing,No,Staff,No
b76664fbde4f5d8b272f20e4ef123c8537487a3dca634529a352863dfe2d1c83_cat-1_001.PNG,One,Standing,No,Staff,No
b76664fbde4f5d8b272f20e4ef123c8537487a3dca634529a352863dfe2d1c83_cat-1_002.PNG,One,Standing,No,Staff,No
b76664fbde4f5d8b272f20e4ef123c8537487a3dca634529a352863dfe2d1c83_cat-1_003.PNG,One,Standing,No,Staff,No
b773f5adbd70b44448a992d31f5e80a331cfbe5913ab255f6472297a4d9dc14c_cat-1_001.JPG,One,Standing,No,Staff,No
b773f5adbd70b44448a992d31f5e80a331cfbe5913ab255f6472297a4d9dc14c_cat-1_002.JPG,One,Standing,Unknown / Watermark,Staff,No
b77ca05b632a6d23343904b33fea6846482b72de31af4fd1e1da9e7c2b38664a_cat-1_001.PNG,One,Sitting,Yes,Other,No
b77ca05b632a6d23343904b33fea6846482b72de31af4fd1e1da9e7c2b38664a_cat-1_002.PNG,Two,Sitting,No,Staff,Yes
b77ca05b632a6d23343904b33fea6846482b72de31af4fd1e1da9e7c2b38664a_cat-1_003.PNG,One,Sitting,No,Staff,No
b77ca05b632a6d23343904b33fea6846482b72de31af4fd1e1da9e7c2b38664a_cat-1_004.PNG,One,Sitting,Yes,Staff,No
b78d86cbb5b3f54335d129bf9bd2c44418a75ea08fbd4be73f6a6e0075bdd5d4_cat-1_001.JPG,One,Standing,No,Staff,No
b78f4c915c37a91d472263888dc82faa8ae2aee821756f597d43b1a18e99ceab_cat-1_001.PNG,One,Standing,No,Other,No
b78f4c915c37a91d472263888dc82faa8ae2aee821756f597d43b1a18e99ceab_cat-1_002.PNG,One,Standing,No,Other,No
b78f4c915c37a91d472263888dc82faa8ae2aee821756f597d43b1a18e99ceab_cat-1_003.PNG,One,Standing,No,Staff,No
b78f4c915c37a91d472263888dc82faa8ae2aee821756f597d43b1a18e99ceab_cat-1_004.PNG,Two,Standing,Yes,Staff,No
b7980008fef8f21ff13aef52dba3f36fc44d80ad2dbc6473a570fbd8c4339cab_cat-1_001.PNG,One,Standing,No,Staff,No
b7980008fef8f21ff13aef52dba3f36fc44d80ad2dbc6473a570fbd8c4339cab_cat-1_002.PNG,One,Sitting,No,Other,No
b7980008fef8f21ff13aef52dba3f36fc44d80ad2dbc6473a570fbd8c4339cab_cat-1_003.PNG,One,Lying,No,Patient,No
b7989792b47c32cc2d69299b74d5ac9692611e4f42094a5339fb56c5e02721fa_cat-1_001.PNG,One,Lying,No,Patient,No
b7989792b47c32cc2d69299b74d5ac9692611e4f42094a5339fb56c5e02721fa_cat-1_002.PNG,One,Standing,No,Other,No
80e20072e33862ee5a66de957fa812c896c9c18fdfb223afff3e15147763742c_cat-1_003.PNG,Two,Standing,No,Staff,No
80ed25d8067eb68eb680e7895fdb4e099bc638dda49c22d02f766f6972dde24f_cat-1_001.PNG,One,Standing,Yes,Staff,No
80ed25d8067eb68eb680e7895fdb4e099bc638dda49c22d02f766f6972dde24f_cat-1_002.PNG,Two,Lying,Yes,Patient,No
80ed25d8067eb68eb680e7895fdb4e099bc638dda49c22d02f766f6972dde24f_cat-1_003.PNG,Three,Standing,Yes,Staff,No
80ed25d8067eb68eb680e7895fdb4e099bc638dda49c22d02f766f6972dde24f_cat-1_004.PNG,Three,Standing,Yes,Staff,No
80ed25d8067eb68eb680e7895fdb4e099bc638dda49c22d02f766f6972dde24f_cat-1_005.PNG,Two,Standing,Yes,Staff,No
80ed25d8067eb68eb680e7895fdb4e099bc638dda49c22d02f766f6972dde24f_cat-1_007.PNG,Two,Unknown,Yes,Staff,No
80f692313d5c96fe4a359aa16a3df51840af88373239f2d6b12d8bbdb1b6b329_cat-1_001.PNG,One,Standing,No,Patient,No
80fc8f08a5a0287112a50f1560bd7011496942a9e4e3ed83c20c4f2813c0a240_cat-1_001.PNG,Three,Standing,Yes,Other,No
80fc8f08a5a0287112a50f1560bd7011496942a9e4e3ed83c20c4f2813c0a240_cat-1_002.PNG,One,Standing,Yes,Staff,No
80fc8f08a5a0287112a50f1560bd7011496942a9e4e3ed83c20c4f2813c0a240_cat-1_003.PNG,Two,Standing,Yes,Staff,No
80fc8f08a5a0287112a50f1560bd7011496942a9e4e3ed83c20c4f2813c0a240_cat-1_004.PNG,Two,Standing,Yes,Staff,No
8108d5a35671b885ba6bbc3024b25cc68838b5f7e114ea0ae87aed7bea701fa2_cat-1_001.JPG,Two,Sitting,Yes,Patient,No
8108d5a35671b885ba6bbc3024b25cc68838b5f7e114ea0ae87aed7bea701fa2_cat-1_002.JPG,Two,Sitting,Yes,Patient,No
8108d5a35671b885ba6bbc3024b25cc68838b5f7e114ea0ae87aed7bea701fa2_cat-1_003.JPG,Two,Sitting,Yes,Staff,No
811a196d35c0fbc230dfd70cb8c03cf7de10194f5a0da1309a83dd52b1504ace_cat-1_001.PNG,One,Standing,No,Staff,No
811a196d35c0fbc230dfd70cb8c03cf7de10194f5a0da1309a83dd52b1504ace_cat-1_002.PNG,Two,Standing,Yes,Staff,No
811a196d35c0fbc230dfd70cb8c03cf7de10194f5a0da1309a83dd52b1504ace_cat-1_003.PNG,One,Standing,Yes,Staff,No
81608f813642e2368512aa634ab10bee16f3be27d9ac8d05bdb89306109cec8d_cat-1_001.PNG,One,Sitting,Yes,Staff,No
81608f813642e2368512aa634ab10bee16f3be27d9ac8d05bdb89306109cec8d_cat-1_002.PNG,One,Standing,Yes,Staff,No
8167348210068d6f84b85140b53bc9d760b1f93a0249d840a08b606657b20566_cat-1_001.PNG,Two,Standing,Yes,Staff,No
8167348210068d6f84b85140b53bc9d760b1f93a0249d840a08b606657b20566_cat-1_002.PNG,One,Standing,Yes,Staff,No
8167348210068d6f84b85140b53bc9d760b1f93a0249d840a08b606657b20566_cat-1_003.PNG,Three,Standing,Yes,Staff,No
8167348210068d6f84b85140b53bc9d760b1f93a0249d840a08b606657b20566_cat-1_004.PNG,Two,Standing,Yes,Staff,No
8167348210068d6f84b85140b53bc9d760b1f93a0249d840a08b606657b20566_cat-1_005.PNG,Two,Standing,Yes,Staff,No
81851f201fe7846614679a7d58d637e32281643aab8d2caeb8a3413fc384b40c_cat-1_001.PNG,One,Lying,Yes,Patient,No
81851f201fe7846614679a7d58d637e32281643aab8d2caeb8a3413fc384b40c_cat-1_002.PNG,One,Standing,Yes,Patient,No
81851f201fe7846614679a7d58d637e32281643aab8d2caeb8a3413fc384b40c_cat-1_003.PNG,Two,Standing,Yes,Staff,No
81a082c64d21f1938f4a25f03337da0e62bb3cf9b98aeb725a781527086d91fa_cat-1_001.PNG,One,Unknown,Yes,Other,No
81a082c64d21f1938f4a25f03337da0e62bb3cf9b98aeb725a781527086d91fa_cat-1_002.PNG,One,Sitting,Yes,Patient,No
81a082c64d21f1938f4a25f03337da0e62bb3cf9b98aeb725a781527086d91fa_cat-1_003.PNG,One,Standing,Yes,Staff,No
81b12cc08f18f42a8c21a8c8de715a546ab17e39a5365f3b664fd3f23e913d25_cat-1_001.PNG,Two,Sitting,Yes,Other,No
81b12cc08f18f42a8c21a8c8de715a546ab17e39a5365f3b664fd3f23e913d25_cat-1_002.PNG,Two,Sitting,Yes,Other,No
81b12cc08f18f42a8c21a8c8de715a546ab17e39a5365f3b664fd3f23e913d25_cat-1_003.PNG,One,Standing,Yes,Staff,No
81ba04c7d5d18025f1461249df5121420aa49ee5ee0faf10f2d126895a405951_cat-1_001.PNG,Two,Lying,Yes,Patient,No
81ba04c7d5d18025f1461249df5121420aa49ee5ee0faf10f2d126895a405951_cat-1_002.PNG,One,Standing,No,Staff,No
81ba04c7d5d18025f1461249df5121420aa49ee5ee0faf10f2d126895a405951_cat-1_003.PNG,Two,Standing,No,Staff,No
81d669830b5f6d6708b6675723ee0b0ebd414c95c49f8d890b89ee88024da32b_cat-1_001.JPG,Two,Sitting,Yes,Staff,No
81d669830b5f6d6708b6675723ee0b0ebd414c95c49f8d890b89ee88024da32b_cat-1_002.JPG,Two,Standing,Yes,Staff,No
81d669830b5f6d6708b6675723ee0b0ebd414c95c49f8d890b89ee88024da32b_cat-1_003.JPG,Two,Sitting,Yes,Staff,No
81efa2a1167acb7a5d11ecb041ccc59859dbd0500c4248efe10db4f05cbdc47c_cat-1_001.PNG,Two,Sitting,No,Patient,No
81efa2a1167acb7a5d11ecb041ccc59859dbd0500c4248efe10db4f05cbdc47c_cat-1_002.PNG,Two,Standing,Yes,Staff,No
820dd0b3a6b2213b91a090550956067354564566bf38b763fb43efe8406c6144_cat-1_001.PNG,One,Standing,No,Staff,No
82123c2e993d03813905721bd0be3fca9d2df95ae2321adb4329be0cf72dfe7e_cat-1_001.PNG,One,Standing,No,Staff,No
82123c2e993d03813905721bd0be3fca9d2df95ae2321adb4329be0cf72dfe7e_cat-1_002.PNG,One,Standing,Yes,Staff,No
821a2de084a7bcca026fdcd0c77e1693ea1d50037bbe7bc23759923a7f458d9f_cat-1_001.PNG,One,Sitting,Yes,Staff,No
821a2de084a7bcca026fdcd0c77e1693ea1d50037bbe7bc23759923a7f458d9f_cat-1_002.PNG,Two,Sitting,Yes,Staff,No
821a2de084a7bcca026fdcd0c77e1693ea1d50037bbe7bc23759923a7f458d9f_cat-1_003.PNG,Two,Sitting,Yes,Staff,No
821b8302199f51054a8b541760473ac64a18acf4c97e86f58b22de4b315031dd_cat-1_001.PNG,Two,Standing,Yes,Staff,No
821b8302199f51054a8b541760473ac64a18acf4c97e86f58b22de4b315031dd_cat-1_002.PNG,Three,Standing,Yes,Other,No
821b8302199f51054a8b541760473ac64a18acf4c97e86f58b22de4b315031dd_cat-1_003.PNG,Three,Sitting,Yes,Patient,No
821b8302199f51054a8b541760473ac64a18acf4c97e86f58b22de4b315031dd_cat-1_004.PNG,Two,Standing,Yes,Staff,No
821b8302199f51054a8b541760473ac64a18acf4c97e86f58b22de4b315031dd_cat-1_005.PNG,Two,Standing,Yes,Staff,No
821cb7273721632355bceaaeb344c2cc6014cd91a9ce12c82a2933eeb0e5e4be_cat-1_002.PNG,One,Standing,No,Staff,No
821cb7273721632355bceaaeb344c2cc6014cd91a9ce12c82a2933eeb0e5e4be_cat-1_003.PNG,Two,Standing,Yes,Staff,No
821cb7273721632355bceaaeb344c2cc6014cd91a9ce12c82a2933eeb0e5e4be_cat-1_004.PNG,Two,Sitting,Yes,Patient,No
8222e1ec05744415ae2751e5b3a00bd37566dc64bd7233c8380f21d8da451f02_cat-1_001.PNG,One,Standing,Yes,Staff,No
8222e1ec05744415ae2751e5b3a00bd37566dc64bd7233c8380f21d8da451f02_cat-1_002.PNG,One,Standing,No,Patient,No
8222e1ec05744415ae2751e5b3a00bd37566dc64bd7233c8380f21d8da451f02_cat-1_003.PNG,One,Standing,No,Other,No
8222e1ec05744415ae2751e5b3a00bd37566dc64bd7233c8380f21d8da451f02_cat-1_004.PNG,Two,Standing,No,Other,No
822adb6192b5fbf2eea0aa8a1e7fbc58e84673d81f4b3a808a898745b8782708_cat-1_001.PNG,One,Lying,Yes,Patient,No
822adb6192b5fbf2eea0aa8a1e7fbc58e84673d81f4b3a808a898745b8782708_cat-1_002.PNG,Two,Standing,No,Staff,No
822adb6192b5fbf2eea0aa8a1e7fbc58e84673d81f4b3a808a898745b8782708_cat-1_003.PNG,Two,Standing,No,Staff,No
822adb6192b5fbf2eea0aa8a1e7fbc58e84673d81f4b3a808a898745b8782708_cat-1_004.PNG,Two,Standing,Yes,Staff,No
822adb6192b5fbf2eea0aa8a1e7fbc58e84673d81f4b3a808a898745b8782708_cat-1_006.PNG,One,Standing,Yes,Staff,No
8233d54c0ddc3820d4afa0232acf01f8eed5c1f9a77a7de4d6013c253daf2dc6_cat-1_001.PNG,One,Standing,No,Staff,No
8233d54c0ddc3820d4afa0232acf01f8eed5c1f9a77a7de4d6013c253daf2dc6_cat-1_002.PNG,Two,Sitting,Yes,Staff,No
8233d54c0ddc3820d4afa0232acf01f8eed5c1f9a77a7de4d6013c253daf2dc6_cat-1_003.PNG,One,Standing,Yes,Staff,No
8236a9287d71c5b70ec69f3180e96bb046726b1c13c14364da5933dd104bdacf_cat-1_001.PNG,Two,Sitting,Yes,Other,No
8236a9287d71c5b70ec69f3180e96bb046726b1c13c14364da5933dd104bdacf_cat-1_002.PNG,Two,Sitting,No,Other,No
8236a9287d71c5b70ec69f3180e96bb046726b1c13c14364da5933dd104bdacf_cat-1_003.PNG,Two,Sitting,No,Staff,No
823afcd1c19f0a1c5ca456c14cddfe3f68514251fcba579a6494068c2680a570_cat-1_001.PNG,One,Standing,No,Staff,No
825eca95675d4d7f997f7c78b8439ff46107e4f690a894958b305a70b780cc68_cat-1_001.PNG,One,Standing,No,Other,No
825eca95675d4d7f997f7c78b8439ff46107e4f690a894958b305a70b780cc68_cat-1_002.PNG,One,Sitting,Yes,Staff,No
826871e594ded6dd50180a5a3e8707fec1bde88edb934b34f548544bdca558a3_cat-1_001.PNG,One,Standing,Yes,Staff,No
826871e594ded6dd50180a5a3e8707fec1bde88edb934b34f548544bdca558a3_cat-1_002.PNG,One,Standing,Yes,Staff,No
826871e594ded6dd50180a5a3e8707fec1bde88edb934b34f548544bdca558a3_cat-1_003.PNG,One,Standing,Yes,Other,No
8272cb7dede851565840eceac2f59e8719b0368fa8e1773837cae95458d8c37a_cat-1_001.PNG,Two,Standing,No,Staff,No
8272cb7dede851565840eceac2f59e8719b0368fa8e1773837cae95458d8c37a_cat-1_002.PNG,Two,Sitting,No,Patient,No
82a88eeae14078999cea26fc5c2ce9e46d8479f9f93a336e251343c6b8a5488b_cat-1_001.PNG,Two,Standing,No,Patient,No
82a88eeae14078999cea26fc5c2ce9e46d8479f9f93a336e251343c6b8a5488b_cat-1_002.PNG,One,Standing,No,Staff,No
82a88eeae14078999cea26fc5c2ce9e46d8479f9f93a336e251343c6b8a5488b_cat-1_003.PNG,One,Standing,No,Patient,No
82b0bf6e3b1cc1e626c22e476928684ac037235c55723330f40a9ce23dc44625_cat-1_004.PNG,One,Standing,No,Staff,No
82b0bf6e3b1cc1e626c22e476928684ac037235c55723330f40a9ce23dc44625_cat-1_005.PNG,One,Standing,No,Staff,No
82b0bf6e3b1cc1e626c22e476928684ac037235c55723330f40a9ce23dc44625_cat-1_006.PNG,Two,Standing,Yes,Staff,No
82b0bf6e3b1cc1e626c22e476928684ac037235c55723330f40a9ce23dc44625_cat-1_008.PNG,Two,Standing,Yes,Staff,No
82bc88ffb9a1c9d360d914d4cf697d2c2d3bd08ad490204082e91fe8de561775_cat-1_001.PNG,One,Sitting,Yes,Other,No
