final_url,how_many,primary_posture,primary_occluded,staff_patient_other
eb55ef6378aa87aea5f100fff1b92b1070b04f254967ce4fa204047170c42f76_cat-1_001.jpg,One,Standing,No,Staff
eb55ef6378aa87aea5f100fff1b92b1070b04f254967ce4fa204047170c42f76_cat-1_002.jpg,One,Standing,No,Other
eb6742f50a0f3f28307bbd30fe266bad61605dbdda1a8c776f765acbe6ca0f63_cat-1_001.jpg,One,Standing,No,Staff
eb6742f50a0f3f28307bbd30fe266bad61605dbdda1a8c776f765acbe6ca0f63_cat-1_002.jpg,One,Standing,No,Staff
eb8408cae696e991b50a736451cde97b083f37baec8a1e09488dd117e2549c1b_cat-1_001.PNG,One,Standing,No,Staff
eb8408cae696e991b50a736451cde97b083f37baec8a1e09488dd117e2549c1b_cat-1_002.PNG,Two,Lying,No,Patient
eb8408cae696e991b50a736451cde97b083f37baec8a1e09488dd117e2549c1b_cat-1_003.PNG,One,Sitting,No,Other
eb8408cae696e991b50a736451cde97b083f37baec8a1e09488dd117e2549c1b_cat-1_004.PNG,One,Standing,Yes,Staff
eb8408cae696e991b50a736451cde97b083f37baec8a1e09488dd117e2549c1b_cat-1_005.PNG,Two,Standing,No,Staff
eb8408cae696e991b50a736451cde97b083f37baec8a1e09488dd117e2549c1b_cat-1_006.PNG,One,Standing,Yes,Staff
eb8408cae696e991b50a736451cde97b083f37baec8a1e09488dd117e2549c1b_cat-1_007.PNG,One,Standing,Yes,Staff
eba8360d95bac285a003d38c1bb0cbd5f1c42b9015bdbb6380515af940efc163_cat-1_001.PNG,One,Standing,No,Staff
ebb3e31e61d270c8cf66e68b04a2a37ba3f574ccb1b5aa0861a13b079dcd2df3_cat-1_001.png,One,Standing,No,Staff
ebb3e31e61d270c8cf66e68b04a2a37ba3f574ccb1b5aa0861a13b079dcd2df3_cat-1_002.png,One,Standing,No,Staff
ebbd5b943334fdb93f17ac783cbcda3ad0d58897540a06662f7629e09d083939_cat-1_001.PNG,One,Standing,No,Other
ebca14da9578d6a6f41e14ec9d00660af0d65d6224dad4abd598b6c2bcbf0466_cat-1_001.PNG,One,Standing,No,Staff
ebd13cf98b09f1cafa691f00f8b4bd9312d45dcac4e4fc5df3e9981e9a6ed273_cat-1_001.PNG,One,Sitting,Yes,Other
ebd13cf98b09f1cafa691f00f8b4bd9312d45dcac4e4fc5df3e9981e9a6ed273_cat-1_002.PNG,One,Unknown,Yes,Other
ebd13cf98b09f1cafa691f00f8b4bd9312d45dcac4e4fc5df3e9981e9a6ed273_cat-1_003.PNG,One,Standing,No,Staff
ebd13cf98b09f1cafa691f00f8b4bd9312d45dcac4e4fc5df3e9981e9a6ed273_cat-1_004.PNG,One,Unknown,Yes,Staff
ebdb793787e55c13972fb056c4255a1fca2cc806ce520191203ad142f6844970_cat-1_001.PNG,One,Standing,No,Staff
ebdb793787e55c13972fb056c4255a1fca2cc806ce520191203ad142f6844970_cat-1_002.PNG,One,Standing,No,Staff
ebdb793787e55c13972fb056c4255a1fca2cc806ce520191203ad142f6844970_cat-1_003.PNG,Two,Standing,No,Staff
ebf16aa0aed84b28c9340038b63a785d83acb78c4607a2327335eb9c689e1627_cat-1_001.PNG,One,Sitting,No,Patient
ebf16aa0aed84b28c9340038b63a785d83acb78c4607a2327335eb9c689e1627_cat-1_002.PNG,One,Sitting,No,Other
ec033041d6deb7d34184f174c034c9cb44d76bfbf7e1071342c85a562d62d8c6_cat-1_001.PNG,Two,Standing,Yes,Staff
ec033041d6deb7d34184f174c034c9cb44d76bfbf7e1071342c85a562d62d8c6_cat-1_002.PNG,Three,Standing,No,Staff
ec033041d6deb7d34184f174c034c9cb44d76bfbf7e1071342c85a562d62d8c6_cat-1_003.PNG,One,Standing,No,Staff
ec033041d6deb7d34184f174c034c9cb44d76bfbf7e1071342c85a562d62d8c6_cat-1_004.PNG,Two,Standing,Yes,Staff
ec0d69d17f3b1a94a0ed099c9348fa44fd6cffcf7327dce5ddaf223961db5dee_cat-1_001.PNG,One,Standing,No,Staff
ec0d69d17f3b1a94a0ed099c9348fa44fd6cffcf7327dce5ddaf223961db5dee_cat-1_002.PNG,One,Standing,No,Staff
ec2a3c9cd7dc6b2561bec1a86d5f8ad3958875fc991fd0366eb43b9aef7938d0_cat-1_001.PNG,One,Standing,No,Staff
ec2a3c9cd7dc6b2561bec1a86d5f8ad3958875fc991fd0366eb43b9aef7938d0_cat-1_002.PNG,One,Standing,No,Patient
ec30fb2a0fbda7f826df0c710f2d41cbb5708e7bbf24d76dbc4505c74c6209f5_cat-1_001.png,Two,Sitting,No,Patient
ec30fb2a0fbda7f826df0c710f2d41cbb5708e7bbf24d76dbc4505c74c6209f5_cat-1_002.png,One,Standing,No,Staff
ec30fb2a0fbda7f826df0c710f2d41cbb5708e7bbf24d76dbc4505c74c6209f5_cat-1_003.png,One,Standing,Yes,Other
ec3fe9d56a0c3e31a068f95aa7ccd35352071d5efdb5983b571bc89d98436218_cat-1_001.png,Two,Lying,No,Patient
ec3fe9d56a0c3e31a068f95aa7ccd35352071d5efdb5983b571bc89d98436218_cat-1_002.png,One,Standing,No,Staff
ec40b228cf17304aaae3248d732bc574e4e460cc09a64f1a05ed630d8b7b2444_cat-1_001.PNG,One,Sitting,Yes,Patient
ec40b228cf17304aaae3248d732bc574e4e460cc09a64f1a05ed630d8b7b2444_cat-1_002.PNG,One,Standing,No,Other
ec55384b1b00001de9a39b0865983ea7b1dd021b469ee85c9c4cc970569c438c_cat-1_001.PNG,Two,Lying,No,Patient
ec55384b1b00001de9a39b0865983ea7b1dd021b469ee85c9c4cc970569c438c_cat-1_002.PNG,One,Standing,No,Staff
ec55e8426394d29a099384655db0c431813245a24cdebcbbc151e526de1ea7e8_cat-1_001.png,None,,,
ec55e8426394d29a099384655db0c431813245a24cdebcbbc151e526de1ea7e8_cat-1_002.png,One,Standing,Yes,Staff
9c42293b36e48159fb652fd651fe7e0b930ac9b5e12e9d79e688d80691bcdec9_cat-1_003.jpg,One,Sitting,No,Patient
9c459d819e3429edbe88c382b5cad97e5e04f32d3528a8eecb2679f3a4d16739_cat-1_001.jpg,One,Standing,No,Staff
9c459d819e3429edbe88c382b5cad97e5e04f32d3528a8eecb2679f3a4d16739_cat-1_002.jpg,One,Standing,No,Staff
9c459d819e3429edbe88c382b5cad97e5e04f32d3528a8eecb2679f3a4d16739_cat-1_003.jpg,One,Standing,No,Staff
9c459d819e3429edbe88c382b5cad97e5e04f32d3528a8eecb2679f3a4d16739_cat-1_004.jpg,One,Standing,No,Staff
9c6134bd4c73a2bcd1c6edc95729c1428f352c5fbf98e1ae4a160118992dc1a7_cat-1_001.png,One,Sitting,No,Patient
9c6134bd4c73a2bcd1c6edc95729c1428f352c5fbf98e1ae4a160118992dc1a7_cat-1_002.png,One,Standing,No,Other
9c682f5653e6efe3345951be62f9bdb62e4cc5c4fd7d7fbd71b4d2ea75541bc4_cat-1_001.PNG,One,Sitting,No,Patient
9c682f5653e6efe3345951be62f9bdb62e4cc5c4fd7d7fbd71b4d2ea75541bc4_cat-1_002.PNG,One,Standing,No,Other
9c836e65ce079e548d5df9c2cf4ef91e57ddaea933648c3a97bd032e40308b3e_cat-1_001.png,One,Standing,No,Staff
9c836e65ce079e548d5df9c2cf4ef91e57ddaea933648c3a97bd032e40308b3e_cat-1_002.png,One,Standing,No,Staff
9c836e65ce079e548d5df9c2cf4ef91e57ddaea933648c3a97bd032e40308b3e_cat-1_003.png,One,Standing,No,Staff
9ca118a703065055e31dd9de6089236e3e6004eb83cdb469bcd245bdc8ad51a0_cat-1_001.PNG,One,Standing,No,Staff
9ca118a703065055e31dd9de6089236e3e6004eb83cdb469bcd245bdc8ad51a0_cat-1_002.PNG,One,Standing,No,Staff
9ca118a703065055e31dd9de6089236e3e6004eb83cdb469bcd245bdc8ad51a0_cat-1_003.PNG,One,Standing,No,Staff
9ca81ccf5326527accc3111f75a888cae6ddabc0959def582b26b0f29d32042c_cat-1_001.png,One,Standing,No,Staff
9ca81ccf5326527accc3111f75a888cae6ddabc0959def582b26b0f29d32042c_cat-1_002.png,One,Standing,No,Staff
9ca81ccf5326527accc3111f75a888cae6ddabc0959def582b26b0f29d32042c_cat-1_003.png,One,Standing,No,Other
9cb512aa941a174d63b80957ce196bbd5875641dd22e788189e54dcfae64ddf3_cat-1_002.png,One,Standing,No,Staff
9cb512aa941a174d63b80957ce196bbd5875641dd22e788189e54dcfae64ddf3_cat-1_003.png,One,Standing,No,Staff
9cb512aa941a174d63b80957ce196bbd5875641dd22e788189e54dcfae64ddf3_cat-1_004.png,One,Standing,No,Staff
9cb512aa941a174d63b80957ce196bbd5875641dd22e788189e54dcfae64ddf3_cat-1_005.png,One,Lying,No,Patient
9cb512aa941a174d63b80957ce196bbd5875641dd22e788189e54dcfae64ddf3_cat-1_006.png,One,Lying,No,Patient
9cc0eff1b88ce0b123c2bd1f5c955f83692ab77b5ae18b08d50274437ac7da5b_cat-1_001.PNG,One,Sitting,No,Patient
9cc0eff1b88ce0b123c2bd1f5c955f83692ab77b5ae18b08d50274437ac7da5b_cat-1_002.PNG,One,Standing,No,Staff
9cc0eff1b88ce0b123c2bd1f5c955f83692ab77b5ae18b08d50274437ac7da5b_cat-1_003.PNG,One,Standing,No,Staff
9cc70ade609fe5c49210e50e1f8504e6433cce9a9d230b39c82bfd111e9cc28b_cat-1_001.png,One,Standing,No,Staff
9cc70ade609fe5c49210e50e1f8504e6433cce9a9d230b39c82bfd111e9cc28b_cat-1_002.png,One,Standing,No,Staff
9ccb1b0a165b1635ca40f1acb2de337e2666494a264193494677ca2eeb796bf9_cat-1_003.jpg,One,Sitting,No,Staff
9ccb1b0a165b1635ca40f1acb2de337e2666494a264193494677ca2eeb796bf9_cat-1_004.jpg,One,Standing,No,Staff
9ccb1b0a165b1635ca40f1acb2de337e2666494a264193494677ca2eeb796bf9_cat-1_005.jpg,One,Standing,No,Staff
9ccb1b0a165b1635ca40f1acb2de337e2666494a264193494677ca2eeb796bf9_cat-1_006.jpg,One,Unknown,Yes,Patient
9cf04b6a53ee3632da6ce057b2c83ea5ab2ccc6593e6428aa710c21289e2d5bc_cat-1_001.jpg,One,Sitting,No,Patient
9cf04b6a53ee3632da6ce057b2c83ea5ab2ccc6593e6428aa710c21289e2d5bc_cat-1_002.jpg,One,Standing,No,Staff
9cf04b6a53ee3632da6ce057b2c83ea5ab2ccc6593e6428aa710c21289e2d5bc_cat-1_003.jpg,One,Standing,No,Staff
9cf04b6a53ee3632da6ce057b2c83ea5ab2ccc6593e6428aa710c21289e2d5bc_cat-1_004.jpg,One,Sitting,No,Staff
9d252a036886ae987d13612748a5ed6e8d4f2a41fcdaa4593fe183b26e57b3cc_cat-1_001.jpg,One,Standing,No,Staff
9d252a036886ae987d13612748a5ed6e8d4f2a41fcdaa4593fe183b26e57b3cc_cat-1_002.jpg,One,Standing,No,Staff
9d252a036886ae987d13612748a5ed6e8d4f2a41fcdaa4593fe183b26e57b3cc_cat-1_003.jpg,One,Lying,No,Patient
9d252a036886ae987d13612748a5ed6e8d4f2a41fcdaa4593fe183b26e57b3cc_cat-1_004.jpg,One,Standing,No,Staff
9d252a036886ae987d13612748a5ed6e8d4f2a41fcdaa4593fe183b26e57b3cc_cat-1_005.jpg,One,Standing,No,Staff
9d252a036886ae987d13612748a5ed6e8d4f2a41fcdaa4593fe183b26e57b3cc_cat-1_006.jpg,One,Standing,No,Other
9d2ba5bd37be0678f172c58a14f41a1078180717828d2c717f387a105e890cf4_cat-1_002.jpg,One,Standing,No,Staff
9d2ba5bd37be0678f172c58a14f41a1078180717828d2c717f387a105e890cf4_cat-1_003.jpg,One,Lying,No,Patient
9d45ac039e7ae682aa9c8b424ff6b8522e4fb5f3035a962020fea24236ec523a_cat-1_001.PNG,One,Sitting,No,Staff
9d45ac039e7ae682aa9c8b424ff6b8522e4fb5f3035a962020fea24236ec523a_cat-1_002.PNG,One,Sitting,No,Patient
9d57386bbeb4b184512fd48f7015b04728a0dc417a342857bba72c26bb83e027_cat-1_001.jpg,One,Standing,No,Staff
9d57386bbeb4b184512fd48f7015b04728a0dc417a342857bba72c26bb83e027_cat-1_002.jpg,One,Standing,No,Staff
9d9685dfbbbf210c7251cf32bdc406f5204516bbbe3b18c4baa78dbecf2a83a8_cat-1_001.png,One,Lying,No,Patient
9d9685dfbbbf210c7251cf32bdc406f5204516bbbe3b18c4baa78dbecf2a83a8_cat-1_002.png,One,Standing,No,Staff
c100762645aabab87236f490c12afc1f7f80f6a276a843a34a04a99a3653a513_cat-1_002.png,One,Standing,No,Staff
c100762645aabab87236f490c12afc1f7f80f6a276a843a34a04a99a3653a513_cat-1_003.png,One,Standing,No,Staff
c100762645aabab87236f490c12afc1f7f80f6a276a843a34a04a99a3653a513_cat-1_004.png,Two,Standing,Yes,Staff
c1043a3dce76f07100d95502e6e7585dfad4ab256cc99a9dd0d6509849314b0a_cat-1_001.png,Two,Sitting,No,Patient
c1043a3dce76f07100d95502e6e7585dfad4ab256cc99a9dd0d6509849314b0a_cat-1_002.png,Two,Standing,No,Staff
c10cec493292332b4def0c30695c96acafdfe442a322d0d95105768cd000f546_cat-1_001.png,Two,Sitting,No,Patient
c10cec493292332b4def0c30695c96acafdfe442a322d0d95105768cd000f546_cat-1_002.png,One,Standing,No,Staff
c10cec493292332b4def0c30695c96acafdfe442a322d0d95105768cd000f546_cat-1_003.png,One,Standing,No,Staff
c13ea5226b0ec27630e5bc674650e66eca70c4e75d0e6bb87608ee85ed070e76_cat-1_001.png,One,Standing,Yes,Staff
c13ea5226b0ec27630e5bc674650e66eca70c4e75d0e6bb87608ee85ed070e76_cat-1_002.png,One,Standing,Yes,Staff
c14e00658726790b76275b4f7074f6b28ed53e1c2bc3ab969898fea406f29f0e_cat-1_001.png,One,Standing,No,Other
c14e00658726790b76275b4f7074f6b28ed53e1c2bc3ab969898fea406f29f0e_cat-1_002.png,One,Standing,No,Patient
c14e00658726790b76275b4f7074f6b28ed53e1c2bc3ab969898fea406f29f0e_cat-1_003.png,One,Standing,No,Staff
c161b7edcaf1f5d6285fc752883ad9e3c8c80a309d8c331a476a907ccec978ee_cat-1_001.jpg,One,Sitting,No,Other
c161b7edcaf1f5d6285fc752883ad9e3c8c80a309d8c331a476a907ccec978ee_cat-1_002.jpg,One,Sitting,No,Other
c18d08366e3776f01b725494d9af47a5753915788fe1148c5a8a88d5331f1b5a_cat-1_001.PNG,One,Sitting,No,Other
c18d08366e3776f01b725494d9af47a5753915788fe1148c5a8a88d5331f1b5a_cat-1_002.PNG,One,Standing,No,Staff
c18d08366e3776f01b725494d9af47a5753915788fe1148c5a8a88d5331f1b5a_cat-1_003.PNG,Two,Sitting,Yes,Staff
c193d01e43e8d6042b78be58128c82c95428be9da0976058c647b7825f87c28f_cat-1_001.PNG,One,Standing,No,Staff
c193d01e43e8d6042b78be58128c82c95428be9da0976058c647b7825f87c28f_cat-1_002.PNG,One,Sitting,No,Patient
c193d01e43e8d6042b78be58128c82c95428be9da0976058c647b7825f87c28f_cat-1_003.PNG,One,Standing,Yes,Staff
c1e33097e3ee21f5b9d6a611f16eb52a393f07c1722fbe3052928658f48410df_cat-1_001.PNG,One,Standing,No,Staff
c1ed0ca553224494ac3d5fc32db745911bee17e587e634ad4e57bffdb773f15b_cat-1_001.jpg,Two,Lying,No,Patient
c1ed0ca553224494ac3d5fc32db745911bee17e587e634ad4e57bffdb773f15b_cat-1_002.jpg,One,Standing,No,Staff
c1ed0ca553224494ac3d5fc32db745911bee17e587e634ad4e57bffdb773f15b_cat-1_004.jpg,One,Lying,Yes,Patient
c1ef700e7b24fe71184746a6e62e2b47f020cbf9e6ddcf6ad4ff26b273f99bdf_cat-1_001.PNG,One,Standing,No,Staff
c1ef700e7b24fe71184746a6e62e2b47f020cbf9e6ddcf6ad4ff26b273f99bdf_cat-1_002.PNG,Two,Standing,No,Staff
c1ef700e7b24fe71184746a6e62e2b47f020cbf9e6ddcf6ad4ff26b273f99bdf_cat-1_003.PNG,One,Standing,Yes,Staff
c1f4dd317064cb38ac2bf85f1854272663d8879dd233e5e782207ea1a27af3ed_cat-1_001.PNG,Three,Lying,No,Patient
c1f4dd317064cb38ac2bf85f1854272663d8879dd233e5e782207ea1a27af3ed_cat-1_002.PNG,One,Standing,No,Staff
c1f4dd317064cb38ac2bf85f1854272663d8879dd233e5e782207ea1a27af3ed_cat-1_003.PNG,One,Standing,No,Staff
c20302f505d29d375e2d3af60dd22efa89e66a9a55c28e40fc3c1a304a5aec52_cat-1_003.PNG,Three,Sitting,No,Other
c20302f505d29d375e2d3af60dd22efa89e66a9a55c28e40fc3c1a304a5aec52_cat-1_004.PNG,Two,Sitting,No,Other
c20302f505d29d375e2d3af60dd22efa89e66a9a55c28e40fc3c1a304a5aec52_cat-1_005.PNG,Two,Unknown,,
c20302f505d29d375e2d3af60dd22efa89e66a9a55c28e40fc3c1a304a5aec52_cat-1_006.PNG,Two,Sitting,No,Staff
c20302f505d29d375e2d3af60dd22efa89e66a9a55c28e40fc3c1a304a5aec52_cat-1_008.PNG,Three,Sitting,No,Other
c20302f505d29d375e2d3af60dd22efa89e66a9a55c28e40fc3c1a304a5aec52_cat-1_009.PNG,One,Sitting,Yes,Other
c21d7d22d5b0d9a777bc053bc24cd7979a275652add31772ce5c3df63ba0af4f_cat-1_001.PNG,Two,Sitting,No,Patient
c21d7d22d5b0d9a777bc053bc24cd7979a275652add31772ce5c3df63ba0af4f_cat-1_002.PNG,One,Standing,Yes,Other
c21d7d22d5b0d9a777bc053bc24cd7979a275652add31772ce5c3df63ba0af4f_cat-1_003.PNG,One,Unknown,Yes,Staff
c22176888ab66e19a6540df8759d07e1ca9466797a8eecfa4993132bd3c2220f_cat-1_001.PNG,None,,,
c22176888ab66e19a6540df8759d07e1ca9466797a8eecfa4993132bd3c2220f_cat-1_002.PNG,One,Standing,No,Staff
c22176888ab66e19a6540df8759d07e1ca9466797a8eecfa4993132bd3c2220f_cat-1_003.PNG,One,Standing,No,Staff
c228ecab5e859f09c3ea911d923ed5fcafba9c95c3aef3d7a3e05561026ed876_cat-1_001.png,Two,Lying,No,Patient
c228ecab5e859f09c3ea911d923ed5fcafba9c95c3aef3d7a3e05561026ed876_cat-1_002.png,One,Standing,No,Staff
c228ecab5e859f09c3ea911d923ed5fcafba9c95c3aef3d7a3e05561026ed876_cat-1_003.png,One,Standing,No,Staff
c23d3483f5b5b1eba7ecef42d9f7601828c5fcfd970d5c76530ea737ca1b1a31_cat-1_001.png,One,Sitting,Yes,Other
c23d3483f5b5b1eba7ecef42d9f7601828c5fcfd970d5c76530ea737ca1b1a31_cat-1_002.png,One,Standing,No,Staff
c23d3483f5b5b1eba7ecef42d9f7601828c5fcfd970d5c76530ea737ca1b1a31_cat-1_003.png,One,Sitting,No,Staff
c24f80f35a3e31f4b21494483c5b911359362877fbe9ed5e0140a43d71c47129_cat-1_001.PNG,One,Standing,No,Staff
0e9260659419d41b0cb0b2481803f5c4850c0ffd7b00aac7204c50f382144cc3_cat-1_002.png,One,Standing,No,Staff
0e99201798f5c387791d6e9c2f05d229512025d9c79ab293000283c009688435_cat-1_001.PNG,Two,Sitting,No,Staff
0e99201798f5c387791d6e9c2f05d229512025d9c79ab293000283c009688435_cat-1_002.PNG,One,Sitting,No,Staff
0eb4680fbf2afb8b769f3dd29109de7fc46d7230e392aaa00384aba90039ae0e_cat-1_001.png,Two,Sitting,No,Patient
0eb4680fbf2afb8b769f3dd29109de7fc46d7230e392aaa00384aba90039ae0e_cat-1_002.png,One,Standing,No,Staff
0eb4c715fd86d6261e2ed7e1981aeeedfd16481dbb70e8bef383e438e6412686_cat-1_001.png,Two,Standing,Yes,Staff
0eb4c715fd86d6261e2ed7e1981aeeedfd16481dbb70e8bef383e438e6412686_cat-1_002.png,None,,,
0ee15990d436fd829dc870f502c8ef552e91006a15e9a8bd29e9475ea37c854e_cat-1_001.png,One,Standing,No,Staff
0ee15990d436fd829dc870f502c8ef552e91006a15e9a8bd29e9475ea37c854e_cat-1_002.png,One,Standing,No,Staff
0ee15990d436fd829dc870f502c8ef552e91006a15e9a8bd29e9475ea37c854e_cat-1_003.png,One,Standing,Yes,Staff
0f03545d288dee4eae35a88b70b3ba8f619bf78339fc3fc0f8596d1eb3dc3684_cat-1_001.PNG,Two,Standing,No,Staff
0f03545d288dee4eae35a88b70b3ba8f619bf78339fc3fc0f8596d1eb3dc3684_cat-1_002.PNG,One,Standing,Yes,Staff
0f06f3c56fa1d1d6dac058acb18f01e2a2e79930475f406eb944cecd64718f9f_cat-1_002.jpg,One,Unknown,Yes,Staff
0f06f3c56fa1d1d6dac058acb18f01e2a2e79930475f406eb944cecd64718f9f_cat-1_003.jpg,Two,Standing,No,Staff
0f06f3c56fa1d1d6dac058acb18f01e2a2e79930475f406eb944cecd64718f9f_cat-1_004.jpg,Two,Standing,No,Staff
0f06f3c56fa1d1d6dac058acb18f01e2a2e79930475f406eb944cecd64718f9f_cat-1_005.jpg,Two,Standing,No,Staff
0f06f3c56fa1d1d6dac058acb18f01e2a2e79930475f406eb944cecd64718f9f_cat-1_006.jpg,One,Standing,No,Staff
0f21fe2445b281a1194cb080945906f21c575a296d8552ec6e090a22c93e15c1_cat-1_002.jpg,One,Standing,Yes,Staff
0f21fe2445b281a1194cb080945906f21c575a296d8552ec6e090a22c93e15c1_cat-1_003.jpg,One,Standing,No,Staff
0f21fe2445b281a1194cb080945906f21c575a296d8552ec6e090a22c93e15c1_cat-1_004.jpg,One,Standing,No,Staff
0f21fe2445b281a1194cb080945906f21c575a296d8552ec6e090a22c93e15c1_cat-1_005.jpg,One,Standing,No,Other
0f21fe2445b281a1194cb080945906f21c575a296d8552ec6e090a22c93e15c1_cat-1_006.jpg,One,Standing,No,Staff
0f2ae89e5139b1bfca25d76d7c7f5c0fafc35ac6a81e78c9dbe01662ec912a72_cat-1_001.PNG,One,Sitting,No,Other
0f2ae89e5139b1bfca25d76d7c7f5c0fafc35ac6a81e78c9dbe01662ec912a72_cat-1_002.PNG,One,Standing,No,Staff
0f391efaf7cafb9b30cb41271abba6fe95a89e8495c8ef3410ba6ae0a34c33bc_cat-1_001.png,One,Lying,No,Patient
0f391efaf7cafb9b30cb41271abba6fe95a89e8495c8ef3410ba6ae0a34c33bc_cat-1_002.png,One,Standing,No,Staff
0f42ad772ec0b92d4095e79bcfe7e35b1d7b4ead55f18d0a95b7a71e111632e6_cat-1_001.PNG,One,Sitting,No,Other
0f42ad772ec0b92d4095e79bcfe7e35b1d7b4ead55f18d0a95b7a71e111632e6_cat-1_002.PNG,One,Sitting,No,Staff
0f42ad772ec0b92d4095e79bcfe7e35b1d7b4ead55f18d0a95b7a71e111632e6_cat-1_003.PNG,One,Sitting,No,Staff
0f42ad772ec0b92d4095e79bcfe7e35b1d7b4ead55f18d0a95b7a71e111632e6_cat-1_004.PNG,One,Sitting,No,Staff
0f5409d4438dd49ecbb9def94d8ca9cb7d027df55d76a7dcee7999ab3fcc890f_cat-1_001.png,One,Unknown,Yes,Staff
0f5409d4438dd49ecbb9def94d8ca9cb7d027df55d76a7dcee7999ab3fcc890f_cat-1_002.png,One,Standing,No,Staff
0f7b5b9f79636048929e5b8c2a4aca7b3a78b4434359df0d7032e3e5374d9a74_cat-1_001.png,Three,Lying,No,Patient
0f7b5b9f79636048929e5b8c2a4aca7b3a78b4434359df0d7032e3e5374d9a74_cat-1_002.png,One,Lying,No,Patient
0f7b5b9f79636048929e5b8c2a4aca7b3a78b4434359df0d7032e3e5374d9a74_cat-1_003.png,One,Sitting,No,Other
0f7b5b9f79636048929e5b8c2a4aca7b3a78b4434359df0d7032e3e5374d9a74_cat-1_004.png,One,Standing,No,Staff
0f7b5b9f79636048929e5b8c2a4aca7b3a78b4434359df0d7032e3e5374d9a74_cat-1_005.png,One,Standing,No,Staff
0f800afb8f5509659cb25f7a8fe02c6cdc985bb1c357712c1f27711fe9dbfa26_cat-1_001.jpg,One,Standing,No,Staff
0f800afb8f5509659cb25f7a8fe02c6cdc985bb1c357712c1f27711fe9dbfa26_cat-1_002.jpg,One,Standing,No,Staff
0f800afb8f5509659cb25f7a8fe02c6cdc985bb1c357712c1f27711fe9dbfa26_cat-1_003.jpg,Two,Sitting,No,Patient
0f8287a19c05b8ccde258ae0eba93a86481be3f3d36b4ab36839dae0c9fa123c_cat-1_001.PNG,One,Standing,No,Staff
0f8287a19c05b8ccde258ae0eba93a86481be3f3d36b4ab36839dae0c9fa123c_cat-1_002.PNG,One,Standing,No,Staff
0f8287a19c05b8ccde258ae0eba93a86481be3f3d36b4ab36839dae0c9fa123c_cat-1_003.PNG,One,Standing,No,Staff
0fb3b864c33ca5aba613baa2699e65c2b0426c9f18c4823ab4928da16ebe8184_cat-1_001.png,One,Standing,No,Patient
0fb3b864c33ca5aba613baa2699e65c2b0426c9f18c4823ab4928da16ebe8184_cat-1_002.png,One,Sitting,Yes,Staff
0fca3818b73487b376bab6a31b8f608e21953d4d75291eed8f197e26d77d4e7f_cat-1_001.PNG,One,Standing,No,Staff
0fca3818b73487b376bab6a31b8f608e21953d4d75291eed8f197e26d77d4e7f_cat-1_002.PNG,One,Standing,No,Staff
0fca3818b73487b376bab6a31b8f608e21953d4d75291eed8f197e26d77d4e7f_cat-1_003.PNG,One,Standing,No,Staff
0fd4c4be5a5e9d062e2e653511455b7e042c4d2e80725b119d700079004be4bd_cat-1_001.png,One,Sitting,No,Patient
0fe08f20100964ace944a6b6e5b8390cfe3b7a955c54f606859d5784e2a1b78c_cat-1_001.png,One,Standing,No,Staff
1e9f8b13d4f38b2302ac9c94b5e726a01732a91557caa1f0bb1b0fa98af15ed9_cat-1_003.PNG,One,Sitting,Yes,Staff
1ea93408dbe9bf096cea9e3dc7246823d9cbda47b027fd1a227ab0ad7b0bb487_cat-1_001.PNG,One,Standing,No,Staff
1eaa4dd7738b6ee53e3ab321bbc73b22828fe9c0b9b061c295c3b4d14d09072b_cat-1_001.PNG,One,Standing,No,Staff
1eaa4dd7738b6ee53e3ab321bbc73b22828fe9c0b9b061c295c3b4d14d09072b_cat-1_002.PNG,One,Sitting,No,Patient
1edbf7c66e227c6c33b3b85a785f67cb99f4a626cc0c28e7758673f9b9d32131_cat-1_001.jpg,Two,Standing,No,Staff
1edbf7c66e227c6c33b3b85a785f67cb99f4a626cc0c28e7758673f9b9d32131_cat-1_002.jpg,One,Lying,Yes,Patient
1ee4b8010e2aca2c593948fce5ebb841fd6ef145bba0847468f26a1fccc40dfb_cat-1_001.png,Two,Standing,No,Other
1ee4b8010e2aca2c593948fce5ebb841fd6ef145bba0847468f26a1fccc40dfb_cat-1_002.png,One,Unknown,Yes,Staff
1ee4b8010e2aca2c593948fce5ebb841fd6ef145bba0847468f26a1fccc40dfb_cat-1_003.png,One,Standing,Yes,Other
1eec116fa6dcfe9f8e1926fb10b2a9e2459f579c3290716b836a74fc353d3566_cat-1_001.PNG,One,Standing,No,Staff
1eec116fa6dcfe9f8e1926fb10b2a9e2459f579c3290716b836a74fc353d3566_cat-1_004.PNG,One,Unknown,Yes,Staff
1efed31ea95eb5b7dd1a2bab8c5c9d905d0085a73e4cc7218cf169581d602ac4_cat-1_001.png,One,Standing,No,Patient
1efed31ea95eb5b7dd1a2bab8c5c9d905d0085a73e4cc7218cf169581d602ac4_cat-1_002.png,One,Standing,No,Staff
1efed31ea95eb5b7dd1a2bab8c5c9d905d0085a73e4cc7218cf169581d602ac4_cat-1_003.png,One,Standing,No,Staff
1f052b45bda9dd47fdc87b753a92d9724021129c8cc1adb02ab323941bef6090_cat-1_001.png,Two,Standing,Yes,Other
1f052b45bda9dd47fdc87b753a92d9724021129c8cc1adb02ab323941bef6090_cat-1_002.png,One,Standing,No,Staff
