file_name,how_many,primary_posture,primary_occluded,staff_patient_other
Mohsin-O-245_cat-1_002.png,One,Unknown,Yes,Staff
Mohsin-O-245_cat-1_001.png,Two,Unknown,,
Mohsin-O-245_cat-1_000.png,One,Lying,No,Patient
Mohsin-O-243_cat-1_002.png,One,Lying,No,Staff
Mohsin-O-243_cat-1_001.png,One,Lying,No,Staff
Mohsin-O-243_cat-1_000.png,Two,Unknown,,
Mohsin-O-242_cat-1_002.png,One,Unknown,Yes,Other
Mohsin-O-242_cat-1_001.png,Two,Standing,No,Staff
Mohsin-O-242_cat-1_000.png,One,Lying,No,Patient
Mohsin-O-241_cat-1_001.png,One,Standing,No,Staff
68c17c88-210f-4ed0-b283-c608fac6f15f_cat-1_009.jpg,One,Standing,Yes,Other
Mohsin-O-241_cat-1_000.png,One,Lying,No,Patient
Mohsin-O-240_cat-1_002.png,One,Lying,No,Patient
Mohsin-O-240_cat-1_001.png,One,Standing,No,Staff
Mohsin-O-240_cat-1_000.png,Two,Standing,Yes,Staff
Mohsin-O-24_cat-1_006.png,None,,,
Mohsin-O-24_cat-1_005.png,One,Unknown,Yes,Staff
Mohsin-O-24_cat-1_004.png,One,Sitting,No,Patient
Mohsin-O-24_cat-1_003.png,One,Standing,No,Staff
Mohsin-O-24_cat-1_002.png,Two,Unknown,,
Mohsin-O-24_cat-1_001.png,One,Standing,No,Staff
68c17c88-210f-4ed0-b283-c608fac6f15f_cat-1_008.jpg,One,Standing,No,Staff
Mohsin-O-24_cat-1_000.png,One,Standing,No,Staff
Mohsin-O-239_cat-1_002.png,One,Standing,No,Staff
cb1e0155-3626-4994-ab92-80a4acf533f8_cat-1_001.png,Two,Lying,Yes,Patient
cb1e0155-3626-4994-ab92-80a4acf533f8_cat-1_000.png,Two,Lying,Yes,Patient
care090617_cat-1_004.jpg,Three,Unknown,Yes,Patient
care090617_cat-1_003.jpg,One,Standing,Yes,Staff
care090617_cat-1_002.jpg,Two,Standing,Yes,Other
care090617_cat-1_001.jpg,None,,,
care090617_cat-1_000.jpg,One,Standing,Yes,Staff
cadb18e3-d6fc-49e1-838d-335f56c80619_cat-1_000.jpg,One,Sitting,Yes,Staff
cada89a2-c3b5-4396-81cd-be6bff0fa7ec_cat-1_000.png,One,Sitting,Yes,Patient
caae0d48-a70a-42d8-bc55-0bdabbc5a371_cat-1_001.png,One,Sitting,Yes,Staff
4469-0-885x657_cat-1_000.jpg,One,Standing,Yes,Staff
caae0d48-a70a-42d8-bc55-0bdabbc5a371_cat-1_000.png,One,Sitting,Yes,Staff
caa4ff43-73c4-4667-b07b-f955bb8d8d19_cat-1_001.png,One,Sitting,Yes,Patient
caa4ff43-73c4-4667-b07b-f955bb8d8d19_cat-1_000.png,One,Sitting,No,Patient
ca82bfd1-0fd9-42f4-831f-c65299b2feb6_cat-1_005.png,Two,Standing,Yes,Staff
ca82bfd1-0fd9-42f4-831f-c65299b2feb6_cat-1_004.png,Two,Standing,Yes,Patient
ca82bfd1-0fd9-42f4-831f-c65299b2feb6_cat-1_003.png,Three,Standing,Yes,Other
ca82bfd1-0fd9-42f4-831f-c65299b2feb6_cat-1_002.png,Two,Sitting,Yes,Staff
ca82bfd1-0fd9-42f4-831f-c65299b2feb6_cat-1_001.png,One,Standing,No,Staff
ca82bfd1-0fd9-42f4-831f-c65299b2feb6_cat-1_000.png,Two,Sitting,Yes,Staff
c9e6baef-f6fa-41ba-9d44-232c1ad0797b_cat-1_001.png,Two,Standing,Yes,Staff
4452ac33-f45a-4914-8d6d-acb202d6eb68_cat-1_002.png,One,Lying,Yes,Patient
c9e6baef-f6fa-41ba-9d44-232c1ad0797b_cat-1_000.png,Two,Lying,No,Patient
c9e54d09-aa49-41de-8552-0935ded4255f_cat-1_009.jpg,Two,Standing,Yes,Staff
c9e54d09-aa49-41de-8552-0935ded4255f_cat-1_008.jpg,Two,Standing,Yes,Staff
c9e54d09-aa49-41de-8552-0935ded4255f_cat-1_007.jpg,Three,Standing,Yes,Staff
c9e54d09-aa49-41de-8552-0935ded4255f_cat-1_006.jpg,Two,Standing,Yes,Staff
c9e54d09-aa49-41de-8552-0935ded4255f_cat-1_005.jpg,Three,Standing,Yes,Staff
c9e54d09-aa49-41de-8552-0935ded4255f_cat-1_004.jpg,Three,Standing,No,Staff
c9e54d09-aa49-41de-8552-0935ded4255f_cat-1_003.jpg,Three,Standing,No,Staff
c9e54d09-aa49-41de-8552-0935ded4255f_cat-1_002.jpg,Three,Standing,No,Staff
c9e54d09-aa49-41de-8552-0935ded4255f_cat-1_001.jpg,Three,Standing,Yes,Staff
4452ac33-f45a-4914-8d6d-acb202d6eb68_cat-1_001.png,One,Standing,Yes,Staff
c9e54d09-aa49-41de-8552-0935ded4255f_cat-1_000.jpg,Two,Standing,Yes,Staff
c9c80987-79d7-4e3c-a89b-636c00a02c1a_cat-1_008.jpg,Three,Standing,Yes,Staff
c9c80987-79d7-4e3c-a89b-636c00a02c1a_cat-1_007.jpg,One,Lying,Yes,Staff
c9c80987-79d7-4e3c-a89b-636c00a02c1a_cat-1_006.jpg,Two,Standing,Yes,Staff
c9c80987-79d7-4e3c-a89b-636c00a02c1a_cat-1_005.jpg,Three,Standing,Yes,Staff
c9c80987-79d7-4e3c-a89b-636c00a02c1a_cat-1_004.jpg,Two,Standing,Yes,Staff
c9c80987-79d7-4e3c-a89b-636c00a02c1a_cat-1_003.jpg,Two,Standing,Yes,Staff
c9c80987-79d7-4e3c-a89b-636c00a02c1a_cat-1_002.jpg,Three,Sitting,No,Staff
c9c80987-79d7-4e3c-a89b-636c00a02c1a_cat-1_001.jpg,One,Sitting,Yes,Staff
c9c80987-79d7-4e3c-a89b-636c00a02c1a_cat-1_000.jpg,Three,Sitting,Yes,Staff
4452ac33-f45a-4914-8d6d-acb202d6eb68_cat-1_000.png,Two,Lying,No,Patient
2e647548-2673-4c68-a496-e8fd06353464_cat-1_002.png,Two,Standing,Yes,Other
c95e8ca9-3688-4fb4-8f40-5d348929db78_cat-1_009.jpg,One,Standing,Yes,Staff
c95e8ca9-3688-4fb4-8f40-5d348929db78_cat-1_008.jpg,One,Sitting,No,Staff
c95e8ca9-3688-4fb4-8f40-5d348929db78_cat-1_007.jpg,One,Lying,Yes,Patient
c95e8ca9-3688-4fb4-8f40-5d348929db78_cat-1_006.jpg,Two,Sitting,Yes,Patient
c95e8ca9-3688-4fb4-8f40-5d348929db78_cat-1_003.jpg,One,Standing,Yes,Staff
e2_60425_cat-1_000.jpg,One,Standing,No,Staff
e2_59975_cat-1_003.jpg,One,Sitting,Yes,Other
e2_59975_cat-1_002.jpg,One,Standing,No,Staff
559ef82c-8b83-457e-9fed-466602ab7c9e_cat-1_001.png,Two,Unknown,Unknown / Watermark,
e2_59975_cat-1_001.jpg,One,Standing,No,Staff
e2_59975_cat-1_000.jpg,None,,,
e2_56550_cat-1_003.jpg,One,Standing,No,Staff
e2_56550_cat-1_002.jpg,Two,Standing,Yes,Staff
e2_56550_cat-1_001.jpg,One,Standing,Unknown / Watermark,Staff
e2_56550_cat-1_000.jpg,One,Lying,No,Patient
e2_55725_cat-1_001.jpg,One,Standing,No,Staff
e2_55725_cat-1_000.jpg,One,Lying,Yes,Patient
e2_55625_cat-1_001.jpg,One,Lying,Yes,Patient
e2_55625_cat-1_000.jpg,One,Standing,No,Staff
559ef82c-8b83-457e-9fed-466602ab7c9e_cat-1_000.png,Three,Lying,No,Patient
e2_55250_cat-1_001.jpg,None,,,
e2_55250_cat-1_000.jpg,One,Lying,No,Patient
e2_55025_cat-1_003.jpg,None,,,
e2_55025_cat-1_002.jpg,None,,,
e2_55025_cat-1_001.jpg,None,,,
e2_55025_cat-1_000.jpg,One,Lying,No,Patient
e2_54675_cat-1_000.jpg,One,Lying,No,Patient
e2_54650_cat-1_001.jpg,One,Standing,Yes,Staff
e2_54650_cat-1_000.jpg,One,Lying,No,Patient
e2_54500_cat-1_001.jpg,One,Standing,Yes,Staff
5543942b-1558-4f1e-b5c6-7b599f241291_cat-1_001.png,One,Standing,No,Other
e2_54500_cat-1_000.jpg,One,Lying,No,Patient
e2_54475_cat-1_001.jpg,One,Standing,Yes,Staff
e2_54475_cat-1_000.jpg,Two,Lying,No,Patient
e2_54450_cat-1_001.jpg,One,Standing,No,Staff
e2_54450_cat-1_000.jpg,Two,Lying,No,Patient
e2_54425_cat-1_002.jpg,One,Standing,Yes,Staff
e2_54425_cat-1_001.jpg,One,Standing,Unknown / Watermark,Staff
e2_54425_cat-1_000.jpg,Three,Lying,No,Patient
e2_54400_cat-1_002.jpg,None,,,
e2_54400_cat-1_001.jpg,Two,Standing,Yes,Staff
5543942b-1558-4f1e-b5c6-7b599f241291_cat-1_000.png,One,Sitting,No,Patient
e2_54400_cat-1_000.jpg,Two,Lying,No,Patient
e2_52850_cat-1_001.jpg,Two,Lying,No,Patient
e2_52850_cat-1_000.jpg,Two,Standing,No,Other
e2_5150_cat-1_002.jpg,Two,Sitting,No,Patient
e2_5150_cat-1_001.jpg,One,Standing,No,Staff
e2_5150_cat-1_000.jpg,One,Sitting,No,Patient
e2_49750_cat-1_002.jpg,One,Standing,No,Patient
e2_49750_cat-1_001.jpg,One,Standing,No,Other
e2_49750_cat-1_000.jpg,One,Standing,No,Staff
e2_4900_cat-1_002.jpg,None,,,
553ba63a-2ccd-4a52-836f-42933de98a11_cat-1_005.png,Two,Standing,No,Other
e2_4900_cat-1_001.jpg,One,Standing,No,Staff
e2_4900_cat-1_000.jpg,One,Sitting,No,Patient
hospital_bed_770_cat-1_000.jpg,None,,,
hospital-stay_cat-1_001.jpg,Two,Standing,No,Staff
hospital-stay_cat-1_000.jpg,Two,Sitting,No,Patient
640-01363152em-high-angle-view-of-a-female-patient-sleeping-on-a-hospital-bed-stock_cat-1_000.jpg,One,Lying,Unknown / Watermark,Patient
hospital-man-1024x846_cat-1_000.jpg,One,Sitting,No,Patient
hospital-germs-post_cat-1_000.jpg,One,Lying,No,Patient
hospital-female-nurse-making-bed-bright-cheerful-series-set-room-includes-caucasian-african-american-models-as-45057854_cat-1_000.jpg,One,Standing,Unknown / Watermark,Staff
Hospital-Beds-for-Home_cat-1_002.jpg,One,Sitting,No,Patient
Hospital-Beds-for-Home_cat-1_001.jpg,One,Sitting,No,Patient
Hospital-Beds-for-Home_cat-1_000.jpg,One,Standing,No,Staff
hospital-bed_cat-1_001.jpg,One,Standing,Yes,Staff
hospital-bed_cat-1_000.jpg,Two,Lying,No,Patient
hospital-bed-tumblr-decor-innovative-empty-500x375_cat-1_000.jpg,None,,,
hospital-bed-for-seniors_cat-1_001.jpg,One,Sitting,No,Patient
63cc56d6-04bc-48fd-b62c-4051698f5129_cat-1_015.jpg,Two,Standing,No,Staff
hospital-bed-for-seniors_cat-1_000.jpg,One,Sitting,No,Patient
hospital-bed-78606055_cat-1_001.jpg,One,Standing,No,Staff
hospital-bed-78606055_cat-1_000.jpg,One,Sitting,No,Patient
hospital-assault-snoring-england_cat-1_001.jpg,None,,,
hospital-assault-snoring-england_cat-1_000.jpg,One,Lying,Yes,Patient
HER1005489-preview-logo-watermarked_cat-1_002.jpg,Two,Sitting,Yes,Other
HER1005489-preview-logo-watermarked_cat-1_001.jpg,Two,Lying,Unknown / Watermark,Patient
HER1005489-preview-logo-watermarked_cat-1_000.jpg,None,,,
HER1005485-preview-logo-watermarked_cat-1_002.jpg,One,Sitting,Yes,Other
HER1005485-preview-logo-watermarked_cat-1_001.jpg,Two,Lying,No,Patient
63cc56d6-04bc-48fd-b62c-4051698f5129_cat-1_014.jpg,One,Standing,No,Staff
HER1005485-preview-logo-watermarked_cat-1_000.jpg,Two,Unknown,Unknown / Watermark,
height2_cat-1_001.jpg,Two,Standing,No,Staff
height2_cat-1_000.jpg,One,Lying,No,Patient
heather-mosher-3_cat-1_000.jpg,One,Lying,No,Patient
health-practitioner_3-740x525_cat-1_000.jpg,One,Standing,No,Staff
happy-senior-woman-patient-in-hospital-bed_gg76200610_cat-1_001.jpg,Three,Sitting,Unknown / Watermark,Patient
happy-senior-woman-patient-in-hospital-bed_gg76200610_cat-1_000.jpg,Two,Unknown,Unknown / Watermark,Staff
Guy_20in_20hospital_20bed_cat-1_000.jpg,One,Sitting,No,Patient
graphicstock-nurse-examining-male-patient-lying-on-bed-in-hospital_BA74D6O-Tl_SB_PM_cat-1_002.jpg,One,Standing,Unknown / Watermark,Staff
graphicstock-nurse-examining-male-patient-lying-on-bed-in-hospital_BA74D6O-Tl_SB_PM_cat-1_001.jpg,None,,,
63cc56d6-04bc-48fd-b62c-4051698f5129_cat-1_011.jpg,Two,Standing,Yes,Staff
graphicstock-nurse-examining-male-patient-lying-on-bed-in-hospital_BA74D6O-Tl_SB_PM_cat-1_000.jpg,Two,Lying,Unknown / Watermark,Patient
good-samaritan-luxury-suites3322dee9a4f163eda0bfff0b00ed1b39_cat-1_000.png,One,Standing,No,Staff
girls-in-hospital-beds-family-watching-boy-in-hospital-bed-with-head-bandages-stock-photo-home-decorators-collection-flooring_cat-1_003.jpg,Two,Standing,Unknown / Watermark,Other
girls-in-hospital-beds-family-watching-boy-in-hospital-bed-with-head-bandages-stock-photo-home-decorators-collection-flooring_cat-1_002.jpg,Two,Unknown,Unknown / Watermark,Other
girls-in-hospital-beds-family-watching-boy-in-hospital-bed-with-head-bandages-stock-photo-home-decorators-collection-flooring_cat-1_001.jpg,Two,Unknown,Unknown / Watermark,Other
girls-in-hospital-beds-family-watching-boy-in-hospital-bed-with-head-bandages-stock-photo-home-decorators-collection-flooring_cat-1_000.jpg,Three,Lying,Unknown / Watermark,Patient
girl-interacts-with-physician-in-hospital-bed_cat-1_001.jpg,One,Unknown,Yes,Staff
girl-interacts-with-physician-in-hospital-bed_cat-1_000.jpg,One,Lying,No,Patient
ghost-wards-with-1400-empty-hospital-beds-is-a-scandal--labour-136426419247202601-180413081018_cat-1_000.jpg,One,Standing,No,Staff
getwellfeature_cat-1_000.jpg,One,Sitting,Unknown / Watermark,Patient
63cc56d6-04bc-48fd-b62c-4051698f5129_cat-1_010.jpg,Three,Sitting,No,Staff
gettyimages-dv2181027-1024x1024_cat-1_000.jpg,One,Standing,Unknown / Watermark,Staff
gettyimages-680482582-hospital-bed-making-630x360_cat-1_000.jpg,One,Standing,No,Staff
e4_45550_cat-1_001.jpg,One,Unknown,Yes,Staff
e4_45550_cat-1_000.jpg,One,Sitting,No,Patient
e4_45400_cat-1_001.jpg,Two,Sitting,Yes,Staff
58c5adab-7669-435a-a84f-1f41211ba757_cat-1_007.png,Three,Sitting,No,Staff
e4_45400_cat-1_000.jpg,One,Sitting,No,Patient
e4_44975_cat-1_001.jpg,One,Sitting,No,Patient
e4_44975_cat-1_000.jpg,One,Standing,No,Staff
e4_44950_cat-1_001.jpg,One,Standing,No,Staff
e4_44950_cat-1_000.jpg,One,Sitting,No,Patient
e4_44925_cat-1_001.jpg,Two,Standing,No,Staff
e4_44925_cat-1_000.jpg,One,Sitting,No,Patient
e4_44575_cat-1_001.jpg,One,Sitting,No,Patient
e4_44575_cat-1_000.jpg,One,Standing,No,Staff
e4_42975_cat-1_000.jpg,One,Standing,No,Staff
58c5adab-7669-435a-a84f-1f41211ba757_cat-1_006.png,One,Unknown,Yes,Other
e4_42950_cat-1_000.jpg,One,Standing,No,Staff
e4_42850_cat-1_000.jpg,One,Standing,Yes,Staff
e4_41600_cat-1_002.jpg,One,Sitting,No,Patient
e4_41600_cat-1_001.jpg,One,Standing,Yes,Staff
e4_41600_cat-1_000.jpg,One,Sitting,No,Patient
e4_41500_cat-1_000.jpg,One,Sitting,Yes,Patient
e4_39850_cat-1_001.jpg,One,Sitting,Yes,Patient
e4_39850_cat-1_000.jpg,One,Sitting,Yes,Patient
e4_38450_cat-1_001.jpg,Two,Sitting,No,Other
e4_38450_cat-1_000.jpg,One,Sitting,No,Patient
58c5adab-7669-435a-a84f-1f41211ba757_cat-1_005.png,One,Sitting,Yes,Other
e4_37900_cat-1_000.jpg,One,Sitting,No,Patient
e4_34425_cat-1_002.jpg,Two,Unknown,,
e4_34425_cat-1_001.jpg,One,Standing,No,Other
e4_34425_cat-1_000.jpg,Two,Sitting,No,Patient
e4_34375_cat-1_002.jpg,One,Standing,No,Other
e4_34375_cat-1_001.jpg,Two,Unknown,,
e4_34375_cat-1_000.jpg,Two,Sitting,No,Patient
e4_34350_cat-1_002.jpg,Two,Standing,Yes,Staff
e4_34350_cat-1_001.jpg,Two,Sitting,No,Patient
e4_34350_cat-1_000.jpg,One,Standing,No,Other
58c5adab-7669-435a-a84f-1f41211ba757_cat-1_004.png,Three,Sitting,No,Staff
e4_34250_cat-1_002.jpg,One,Standing,No,Other
e4_34250_cat-1_001.jpg,Two,Sitting,No,Patient
e4_34250_cat-1_000.jpg,Two,Standing,No,Staff
e4_33350_cat-1_002.jpg,One,Unknown,Yes,Other
e4_33350_cat-1_001.jpg,One,Standing,Unknown / Watermark,Other
e4_33350_cat-1_000.jpg,None,,,
e4_33325_cat-1_002.jpg,Two,Unknown,,
e4_33325_cat-1_001.jpg,Two,Unknown,,
e4_33325_cat-1_000.jpg,One,Standing,No,Other
e4_33300_cat-1_002.jpg,One,Unknown,Yes,Other
58c5adab-7669-435a-a84f-1f41211ba757_cat-1_003.png,Two,Standing,No,Staff
e4_33300_cat-1_001.jpg,One,Unknown,Yes,Other
e4_33300_cat-1_000.jpg,One,Standing,No,Other
AR-O-532_cat-1_000.png,None,,,
AR-O-531_cat-1_002.png,One,Sitting,Unknown / Watermark,Staff
AR-O-531_cat-1_001.png,One,Sitting,Unknown / Watermark,Patient
AR-O-531_cat-1_000.png,One,Sitting,Unknown / Watermark,Patient
AR-O-530_cat-1_002.png,One,Unknown,Yes,Patient
AR-O-530_cat-1_001.png,One,Unknown,Yes,Other
AR-O-530_cat-1_000.png,One,Standing,Yes,Staff
AR-O-529_cat-1_001.png,One,Unknown,Unknown / Watermark,Other
AR-O-529_cat-1_000.png,One,Lying,Yes,Patient
AR-O-528_cat-1_004.png,One,Unknown,Yes,Staff
3f757235-399a-4798-814a-229ab70306a0_cat-1_006.png,One,Standing,Yes,Other
AR-O-528_cat-1_003.png,One,Unknown,Yes,Staff
AR-O-528_cat-1_002.png,Two,Standing,No,Staff
AR-O-528_cat-1_001.png,One,Unknown,Yes,Other
AR-O-528_cat-1_000.png,One,Lying,Yes,Patient
AR-O-527_cat-1_003.png,One,Unknown,Yes,Patient
AR-O-527_cat-1_002.png,One,Standing,No,Staff
AR-O-527_cat-1_001.png,Two,Unknown,Yes,Other
AR-O-527_cat-1_000.png,One,Standing,Unknown / Watermark,Other
AR-O-526_cat-1_009.png,None,,,
AR-O-526_cat-1_008.png,One,Standing,Unknown / Watermark,Staff
3f757235-399a-4798-814a-229ab70306a0_cat-1_005.png,Two,Sitting,Yes,Staff
AR-O-526_cat-1_007.png,One,Unknown,Yes,Staff
AR-O-526_cat-1_006.png,One,Standing,Unknown / Watermark,Staff
AR-O-526_cat-1_005.png,Two,Standing,No,Staff
AR-O-526_cat-1_004.png,Two,Standing,Yes,Staff
AR-O-526_cat-1_003.png,One,Unknown,Yes,Other
AR-O-526_cat-1_002.png,None,,,
AR-O-526_cat-1_001.png,One,Lying,Yes,Patient
AR-O-526_cat-1_000.png,Two,Lying,Yes,Patient
AR-O-525_cat-1_001.png,One,Sitting,Yes,Patient
AR-O-525_cat-1_000.png,One,Standing,Yes,Staff
3f757235-399a-4798-814a-229ab70306a0_cat-1_004.png,One,Standing,No,Staff
AR-O-524_cat-1_003.png,One,Standing,No,Other
AR-O-524_cat-1_002.png,One,Standing,Unknown / Watermark,Staff
AR-O-524_cat-1_001.png,One,Standing,Yes,Staff
AR-O-524_cat-1_000.png,Two,Lying,Yes,Patient
AR-O-523_cat-1_001.png,One,Unknown,Yes,Patient
AR-O-523_cat-1_000.png,One,Lying,Yes,Patient
AR-O-522_cat-1_004.png,None,,,
AR-O-522_cat-1_003.png,One,Standing,Unknown / Watermark,Staff
AR-O-522_cat-1_002.png,One,Sitting,Unknown / Watermark,Patient
AR-O-522_cat-1_001.png,Two,Sitting,Yes,Patient
3f757235-399a-4798-814a-229ab70306a0_cat-1_003.png,None,,,
2db92c42-83c8-4172-8368-611eb8455d83_cat-1_000.png,One,Sitting,No,Other
AR-O-522_cat-1_000.png,One,Standing,Yes,Staff
AR-O-521_cat-1_005.png,One,Standing,Unknown / Watermark,Other
AR-O-521_cat-1_004.png,Two,Standing,Yes,Staff
AR-O-521_cat-1_003.png,One,Standing,No,Staff
AR-O-521_cat-1_002.png,One,Standing,No,Staff
38717342-1a7b-4372-9e9f-1f5645e01ee7_cat-1_001.png,One,Lying,No,Patient
ac8e5467-b377-401e-a190-7dae649a29f6_cat-1_002.png,One,Standing,No,Patient
ac8e5467-b377-401e-a190-7dae649a29f6_cat-1_001.png,One,Standing,No,Staff
ac8e5467-b377-401e-a190-7dae649a29f6_cat-1_000.png,One,Sitting,No,Staff
ac622c30-2942-40ed-a375-0d621279f599_cat-1_003.jpg,One,Standing,No,Staff
ac622c30-2942-40ed-a375-0d621279f599_cat-1_002.jpg,Three,Standing,Unknown / Watermark,Staff
ac622c30-2942-40ed-a375-0d621279f599_cat-1_001.jpg,One,Standing,No,Staff
ac622c30-2942-40ed-a375-0d621279f599_cat-1_000.jpg,One,Standing,No,Staff
ac52d159-b622-445a-a0b4-41dc53cc6bd1_cat-1_003.jpg,One,Standing,No,Staff
ac52d159-b622-445a-a0b4-41dc53cc6bd1_cat-1_002.jpg,One,Standing,No,Staff
ac52d159-b622-445a-a0b4-41dc53cc6bd1_cat-1_001.jpg,One,Standing,Unknown / Watermark,Staff
38717342-1a7b-4372-9e9f-1f5645e01ee7_cat-1_002.png,One,Sitting,No,Patient
ac52d159-b622-445a-a0b4-41dc53cc6bd1_cat-1_000.jpg,One,Standing,No,Staff
ab86b529-d3b3-46e5-a80f-672c56508d5c_cat-1_002.png,One,Sitting,No,Staff
ab86b529-d3b3-46e5-a80f-672c56508d5c_cat-1_001.png,One,Sitting,No,Other
ab86b529-d3b3-46e5-a80f-672c56508d5c_cat-1_000.png,One,Sitting,No,Other
ab727a47-d42b-4147-8c22-b0a793732a1d_cat-1_014.png,One,Sitting,No,Staff
ab727a47-d42b-4147-8c22-b0a793732a1d_cat-1_012.png,One,Sitting,No,Staff
ab727a47-d42b-4147-8c22-b0a793732a1d_cat-1_011.png,One,Sitting,No,Staff
ab727a47-d42b-4147-8c22-b0a793732a1d_cat-1_009.png,One,Sitting,No,Staff
ab727a47-d42b-4147-8c22-b0a793732a1d_cat-1_008.png,One,Sitting,No,Staff
ab727a47-d42b-4147-8c22-b0a793732a1d_cat-1_007.png,Two,Sitting,Unknown / Watermark,Staff
ab727a47-d42b-4147-8c22-b0a793732a1d_cat-1_005.png,One,Sitting,No,Other
ab727a47-d42b-4147-8c22-b0a793732a1d_cat-1_004.png,Two,Sitting,No,Staff
ab727a47-d42b-4147-8c22-b0a793732a1d_cat-1_003.png,Two,Sitting,No,Staff
ab727a47-d42b-4147-8c22-b0a793732a1d_cat-1_002.png,Three,Sitting,Unknown / Watermark,Staff
ab727a47-d42b-4147-8c22-b0a793732a1d_cat-1_001.png,One,Sitting,Unknown / Watermark,Staff
ab727a47-d42b-4147-8c22-b0a793732a1d_cat-1_000.png,One,Sitting,No,Staff
ab5a0354-e1da-406e-907b-b7054d2b682d_cat-1_041.jpg,Two,Standing,Unknown / Watermark,Staff
ab5a0354-e1da-406e-907b-b7054d2b682d_cat-1_039.jpg,Two,Standing,Unknown / Watermark,Staff
ab5a0354-e1da-406e-907b-b7054d2b682d_cat-1_038.jpg,Two,Standing,Unknown / Watermark,Staff
ab5a0354-e1da-406e-907b-b7054d2b682d_cat-1_037.jpg,One,Standing,Unknown / Watermark,Staff
38717342-1a7b-4372-9e9f-1f5645e01ee7_cat-1_000.png,Two,Unknown,Unknown / Watermark,Other
ab5a0354-e1da-406e-907b-b7054d2b682d_cat-1_036.jpg,One,Standing,Yes,Staff
ab5a0354-e1da-406e-907b-b7054d2b682d_cat-1_035.jpg,One,Standing,Yes,Staff
ab5a0354-e1da-406e-907b-b7054d2b682d_cat-1_033.jpg,Two,Standing,Yes,Staff
ab5a0354-e1da-406e-907b-b7054d2b682d_cat-1_032.jpg,One,Standing,Yes,Staff
ab5a0354-e1da-406e-907b-b7054d2b682d_cat-1_031.jpg,Two,Standing,Yes,Staff
ab5a0354-e1da-406e-907b-b7054d2b682d_cat-1_030.jpg,Two,Standing,Yes,Staff
ab5a0354-e1da-406e-907b-b7054d2b682d_cat-1_029.jpg,Two,Standing,Yes,Staff
ab5a0354-e1da-406e-907b-b7054d2b682d_cat-1_028.jpg,Two,Standing,Unknown / Watermark,Staff
ab5a0354-e1da-406e-907b-b7054d2b682d_cat-1_027.jpg,Three,Standing,Unknown / Watermark,Staff
ab5a0354-e1da-406e-907b-b7054d2b682d_cat-1_026.jpg,Two,Standing,Yes,Staff
38623499_cat-1_000.jpg,One,Lying,No,Patient
ab5a0354-e1da-406e-907b-b7054d2b682d_cat-1_025.jpg,One,Standing,No,Staff
ab5a0354-e1da-406e-907b-b7054d2b682d_cat-1_024.jpg,One,Standing,Yes,Staff
ab5a0354-e1da-406e-907b-b7054d2b682d_cat-1_023.jpg,One,Standing,No,Staff
ab5a0354-e1da-406e-907b-b7054d2b682d_cat-1_022.jpg,One,Standing,Yes,Staff
ab5a0354-e1da-406e-907b-b7054d2b682d_cat-1_021.jpg,One,Standing,Yes,Staff
ab5a0354-e1da-406e-907b-b7054d2b682d_cat-1_020.jpg,One,Standing,No,Staff
Muzammil-O-65_cat-1_001.JPG,One,Standing,Yes,Staff
Muzammil-O-65_cat-1_000.JPG,One,Lying,Yes,Patient
Muzammil-O-61_cat-1_002.png,Two,Sitting,No,Patient
Muzammil-O-61_cat-1_001.png,One,Sitting,Yes,Other
Muzammil-O-61_cat-1_000.png,One,Sitting,Yes,Other
Muzammil-O-60_cat-1_002.png,Two,Sitting,No,Patient
Muzammil-O-60_cat-1_001.png,One,Standing,Yes,Staff
Muzammil-O-60_cat-1_000.png,One,Standing,No,Staff
6c6b1c89-8195-4ae2-8a9e-fd19eaad1ee1_cat-1_005.png,One,Standing,No,Staff
Muzammil-O-59_cat-1_002.JPG,One,Standing,No,Staff
Muzammil-O-59_cat-1_001.JPG,One,Sitting,Yes,Patient
Muzammil-O-59_cat-1_000.JPG,Two,Sitting,No,Patient
Muzammil-O-57_cat-1_002.JPG,One,Standing,No,Staff
Muzammil-O-57_cat-1_001.JPG,One,Lying,Yes,Patient
Muzammil-O-57_cat-1_000.JPG,One,Standing,Yes,Patient
Muzammil-O-54_cat-1_001.png,One,Unknown,Yes,Other
Muzammil-O-54_cat-1_000.png,One,Lying,Yes,Patient
Muzammil-O-52_cat-1_001.png,One,Standing,No,Staff
Muzammil-O-52_cat-1_000.png,Two,Lying,No,Patient
6c6b1c89-8195-4ae2-8a9e-fd19eaad1ee1_cat-1_004.png,One,Unknown,Yes,Staff
Muzammil-O-51_cat-1_001.png,One,Sitting,Yes,Staff
Muzammil-O-51_cat-1_000.png,One,Lying,Yes,Patient
Muzammil-O-50_cat-1_003.png,One,Standing,No,Staff
Muzammil-O-50_cat-1_002.png,One,Standing,No,Staff
Muzammil-O-50_cat-1_001.png,One,Lying,Yes,Patient
Muzammil-O-50_cat-1_000.png,One,Standing,No,Staff
Muzammil-O-49_cat-1_002.png,None,Unknown,Unknown / Watermark,Other
Muzammil-O-49_cat-1_001.png,Two,Unknown,Yes,Other
Muzammil-O-49_cat-1_000.png,One,Unknown,Yes,Other
Muzammil-O-48_cat-1_002.JPG,One,Standing,No,Staff
